Address,Area_m2,Price_m2,Price_total
Wynalazek 3A,53.0,19400.0,1027424.0
Wynalazek 3A,53.0,19600.0,1038800.0
Wynalazek 3A,52.9,18700.0,988856.0
Wynalazek 3A,53.1,19400.0,1029558.0
Wynalazek 3A,53.0,19600.0,1038016.0
Wynalazek 3A,37.1,20700.0,767349.0
Wynalazek 3A,33.7,21324.0,718612.0
Wynalazek 3A,33.7,21700.0,730422.0
Wynalazek 3A,69.6,17900.0,1245124.0
Wynalazek 3A,69.7,18100.0,1261389.0
Wynalazek 3A,69.8,18700.0,1304325.0
Wynalazek 3A,69.5,18800.0,1307164.0
Wynalazek 3A,64.3,18200.0,1169532.0
Wynalazek 3A,62.1,18200.0,1130220.0
Wynalazek 3A,60.2,18200.0,1095822.0
Wynalazek 3A,60.2,18500.0,1113885.0
Wynalazek 3A,55.1,18300.0,1008696.0
Wynalazek 3A,31.8,22000.0,700480.0
Wynalazek 3A,35.5,21300.0,756363.0
Wynalazek 3A,35.5,21800.0,774118.0
Wynalazek 3A,41.7,20575.0,858814.0
Wynalazek 3A,41.8,20900.0,873829.0
Wynalazek 3A,41.8,21100.0,881136.0
Wynalazek 3A,40.1,19900.0,797393.0
Wynalazek 3A,40.1,21000.0,842730.0
Wynalazek 3A,41.1,19900.0,818288.0
Wynalazek 3A,41.1,20500.0,842960.0
Wynalazek 3A,35.8,20700.0,741681.0
Wynalazek 3A,49.7,20012.0,994400.0
Livin' Praga,59.7,13399.0,799498.0
Livin' Praga,45.9,13805.0,632977.0
Livin' Praga,45.6,13654.0,622886.0
Livin' Praga,45.7,13689.0,625859.0
Livin' Praga,48.3,13679.0,660001.0
Livin' Praga,48.3,14471.0,698247.0
Livin' Praga,60.9,13331.0,811181.0
Livin' Praga,51.7,13509.0,698437.0
Livin' Praga,45.7,14053.0,642485.0
Livin' Praga,45.9,14680.0,673061.0
Livin' Praga,45.7,14053.0,642485.0
Livin' Praga,45.6,14189.0,647460.0
Livin' Praga,46.0,14189.0,652994.0
Livin' Praga,45.6,14189.0,647318.0
Livin' Praga,45.7,14189.0,648737.0
Livin' Praga,45.9,14326.0,656852.0
Livin' Praga,38.0,16236.0,616324.0
Livin' Praga,51.7,14268.0,737659.0
Warzelnia by Bohema,28.1,22800.0,640452.0
Warzelnia by Bohema,73.6,20223.0,1488030.0
Warzelnia by Bohema,76.7,20223.0,1550907.0
Warzelnia by Bohema,84.8,19785.0,1678776.0
Warzelnia by Bohema,73.5,20253.0,1488428.0
Warzelnia by Bohema,102.9,21325.0,2194970.0
Royal Residence 7,42.5,19000.0,808450.0
Zana 2,61.3,17000.0,1042780.0
Zana 2,29.0,20000.0,579200.0
Zana 2,28.7,20000.0,574000.0
Zana 2,34.9,19000.0,662530.0
Zana 2,37.2,19000.0,706040.0
Zana 2,48.3,18000.0,869940.0
Zana 2,51.4,17500.0,899675.0
Zana 2,61.3,15500.0,950770.0
Zana 2,29.0,21500.0,622640.0
Zana 2,28.7,21000.0,602700.0
Zana 2,34.9,20500.0,714835.0
Zana 2,37.2,21000.0,780360.0
Zana 2,33.3,21000.0,700140.0
Zana 2,48.5,18500.0,896325.0
Zana 2,52.6,19000.0,999020.0
Zana 2,39.1,21000.0,820680.0
Zana 2,54.3,19000.0,1031890.0
Zana 2,60.6,19000.0,1150830.0
Zana 2,51.4,16000.0,822560.0
Zana 2,35.4,18000.0,636480.0
Zana 2,33.6,20500.0,687980.0
Zana 2,35.4,20000.0,707600.0
Zana 2,29.0,19000.0,550240.0
Zana 2,35.4,20000.0,707200.0
Zana 2,32.9,19000.0,625670.0
Zana 2,30.8,19500.0,600405.0
Zana 2,65.5,10761.0,704760.0
Zana 2,29.6,25058.0,742980.0
Zana 2,30.8,24117.0,742560.0
Zana 2,32.4,21344.0,691530.0
Zana 2,28.7,19000.0,545300.0
Zana 2,32.9,20662.0,680400.0
Zana 2,30.8,21000.0,646590.0
Zana 2,29.6,21000.0,622650.0
Zana 2,60.3,19000.0,1145890.0
Zana 2,68.8,19000.0,1308150.0
Zana 2,72.8,20000.0,1455600.0
Zana 2,34.9,18000.0,627660.0
Zana 2,37.2,18000.0,668880.0
Rêve,60.0,16299.0,978125.0
Rêve,58.6,15600.0,914756.0
Ogrody Przyjaciół 5 etap II,64.2,11511.0,739000.0
Ogrody Przyjaciół 5 etap II,82.5,11134.0,919000.0
Ogrody Przyjaciół 5 etap II,64.2,11511.0,739000.0
Ogrody Przyjaciół 5 etap II,81.3,10805.0,879000.0
Ogrody Przyjaciół 5 etap II,64.2,11511.0,739000.0
Ogrody Przyjaciół 5 etap II,82.5,10892.0,899000.0
Ogrody Przyjaciół 5 etap II,82.5,10892.0,899000.0
Ogrody Przyjaciół 5 etap II,64.2,11511.0,739000.0
Ogrody Przyjaciół 5 etap II,64.2,11511.0,739000.0
Ogrody Przyjaciół 5 etap II,82.5,10892.0,899000.0
Rzepichy 3,59.6,12750.0,759541.0
Rzepichy 3,59.6,12962.0,772150.0
Rzepichy 3,59.6,13069.0,778521.0
Rzepichy 3,59.6,13254.0,789511.0
Rzepichy 3,113.2,11933.0,1351180.0
Rzepichy 3,107.6,11984.0,1289849.0
Rzepichy 3,110.2,12258.0,1350977.0
Rzepichy 3,72.0,12663.0,911721.0
Rzepichy 3,85.3,14006.0,1194552.0
Rzepichy 3,129.5,10961.0,1419169.0
Rzepichy 3,120.8,13277.0,1604448.0
Rzepichy 3,100.6,13319.0,1339759.0
Rzepichy 3,62.9,14011.0,881547.0
Rzepichy 3,51.7,13779.0,712098.0
19. Dzielnica Etap V,41.3,28500.0,1178190.0
19. Dzielnica Etap V,44.9,27500.0,1235025.0
19. Dzielnica Etap V,40.8,29500.0,1203895.0
19. Dzielnica Etap V,47.1,29500.0,1389745.0
19. Dzielnica Etap V,47.3,30000.0,1419900.0
19. Dzielnica Etap V,104.3,33000.0,3443550.0
19. Dzielnica Etap V,47.1,30500.0,1438075.0
19. Dzielnica Etap V,45.7,27500.0,1257850.0
19. Dzielnica Etap V,37.1,28000.0,1039640.0
19. Dzielnica Etap V,38.6,28500.0,1101525.0
19. Dzielnica Etap V,42.3,29000.0,1227860.0
19. Dzielnica Etap V,40.7,29500.0,1200060.0
19. Dzielnica Etap V,47.9,30500.0,1461865.0
19. Dzielnica Etap V,41.7,30500.0,1272765.0
19. Dzielnica Etap V,44.8,28000.0,1254680.0
19. Dzielnica Etap V,116.1,32500.0,3772600.0
19. Dzielnica Etap V,116.1,33000.0,3830640.0
19. Dzielnica Etap V,38.9,30000.0,1166700.0
19. Dzielnica Etap V,38.9,30500.0,1186145.0
19. Dzielnica Etap V,38.9,28000.0,1088640.0
19. Dzielnica Etap V,38.8,28500.0,1106370.0
19. Dzielnica Etap V,38.7,29000.0,1122590.0
19. Dzielnica Etap V,38.9,29500.0,1146370.0
19. Dzielnica Etap V,39.4,29000.0,1143180.0
19. Dzielnica Etap V,38.7,28000.0,1084160.0
Osiedle Harmonia Mokotów etap 2,66.2,16500.0,1091970.0
Osiedle Harmonia Mokotów etap 2,65.3,16370.0,1068952.0
Osiedle Harmonia Mokotów etap 2,66.2,16500.0,1091805.0
Osiedle Harmonia Mokotów etap 2,66.2,16500.0,1091805.0
Osiedle Harmonia Mokotów etap 2,61.3,16700.0,1024211.0
Osiedle Harmonia Mokotów etap 2,66.0,16700.0,1102534.0
Osiedle Harmonia Mokotów etap 2,61.4,16800.0,1031184.0
Osiedle Harmonia Mokotów etap 2,61.3,16800.0,1030176.0
Osiedle Harmonia Mokotów etap 2,66.0,16800.0,1109136.0
Osiedle Harmonia Mokotów etap 2,66.0,16900.0,1115738.0
Leszczyńskiego 25,182.7,16603.0,3033339.0
Leszczyńskiego 25,91.1,17011.0,1550000.0
Leszczyńskiego 25,91.1,17011.0,1550000.0
Leszczyńskiego 25,91.1,17011.0,1550000.0
Leszczyńskiego 25,91.1,17011.0,1550000.0
Leszczyńskiego 25,91.1,17011.0,1550000.0
Leszczyńskiego 25,91.1,15145.0,1380000.0
Leszczyńskiego 25,91.1,17559.0,1600000.0
Leszczyńskiego 25,65.4,18351.0,1200000.0
Leszczyńskiego 25,65.4,16822.0,1100000.0
Leszczyńskiego 25,65.4,16822.0,1100000.0
Leszczyńskiego 25,65.4,16822.0,1100000.0
Leszczyńskiego 25,65.4,16822.0,1100000.0
Leszczyńskiego 25,65.4,17052.0,1115000.0
Leszczyńskiego 25,65.4,17357.0,1135000.0
Zakątek Harmonia II,66.5,14449.0,960712.0
Zakątek Harmonia II,98.8,14097.0,1393374.0
Zakątek Harmonia II,66.5,10644.0,707498.0
Zakątek Harmonia II,66.5,10763.0,715964.0
Zakątek Harmonia II,65.1,14785.0,962813.0
Zakątek Harmonia II,106.8,13987.0,1493674.0
Zakątek Harmonia II,65.1,10620.0,691256.0
Zakątek Harmonia II,106.8,10654.0,1137892.0
Zakątek Harmonia II,98.9,14203.0,1405128.0
Zakątek Harmonia II,65.1,10216.0,665280.0
Zakątek Harmonia II,49.2,12209.0,600904.0
Zakątek Harmonia II,107.0,10832.0,1158819.0
Zakątek Harmonia II,65.4,15301.0,1000349.0
Zakątek Harmonia II,74.7,10498.0,783652.0
Zakątek Harmonia II,65.4,14384.0,941158.0
Zakątek Harmonia II,107.0,10308.0,1102852.0
Zakątek Harmonia II,65.4,10598.0,693246.0
Zakątek Harmonia II,107.0,10612.0,1135398.0
Zakątek Harmonia II,65.2,10721.0,699117.0
Osiedle Wilno VII etap 3,38.5,15000.0,576900.0
Osiedle Wilno VII etap 3,38.5,15000.0,576900.0
Osiedle Wilno VII etap 3,38.6,15000.0,578700.0
Osiedle Wilno VII etap 3,38.5,15000.0,577800.0
Osiedle Wilno VII etap 3,37.0,15100.0,558549.0
Osiedle Wilno VII etap 3,38.4,15100.0,579689.0
Osiedle Wilno VII etap 3,38.6,15100.0,582558.0
Osiedle Wilno VII etap 3,37.9,15300.0,580482.0
Osiedle Wilno VII etap 3,36.7,15300.0,561204.0
Osiedle Wilno VII etap 3,38.4,15200.0,584288.0
Osiedle Wilno VII etap 3,38.4,14900.0,572756.0
Osiedle Wilno VII etap 3,38.5,15200.0,584592.0
Osiedle Wilno VII etap 3,38.6,15200.0,586416.0
Osiedle Wilno VII etap 3,38.5,15200.0,585504.0
Osiedle Wilno VII etap 3,38.4,14900.0,572756.0
Osiedle Wilno VII etap 3,38.4,15300.0,587979.0
Osiedle Wilno VII etap 3,38.6,15300.0,590274.0
Osiedle Wilno VII etap 3,38.5,15300.0,589356.0
Osiedle Wilno VII etap 3,36.9,15400.0,567490.0
Osiedle Wilno VII etap 3,38.6,14900.0,574544.0
Osiedle Wilno VII etap 3,38.5,14900.0,574097.0
Osiedle Wilno VII etap 3,36.5,15100.0,551603.0
Osiedle Wilno VII etap 3,39.3,15100.0,593128.0
Osiedle Wilno VII etap 3,36.7,15200.0,558144.0
Osiedle Wilno VII etap 3,37.0,15200.0,562552.0
Osiedle Wilno VII etap 3,36.5,15200.0,555256.0
Osiedle Wilno VII etap 3,37.0,15000.0,554550.0
Osiedle Wilno VII etap 3,39.3,15200.0,597056.0
Osiedle Wilno VII etap 3,36.7,15300.0,561816.0
Osiedle Wilno VII etap 3,37.0,15300.0,566253.0
Osiedle Wilno VII etap 3,36.5,15300.0,558909.0
Osiedle Wilno VII etap 3,36.5,15000.0,547350.0
Osiedle Wilno VII etap 3,36.5,15400.0,562716.0
Osiedle Wilno VII etap 3,36.5,15400.0,562562.0
Osiedle Wilno VII etap 3,39.3,14900.0,585719.0
Osiedle Wilno VII etap 3,36.7,15100.0,554472.0
Osiedle Wilno VII etap 3,37.0,15100.0,558851.0
Osiedle Wilno VII etap 3,44.3,14700.0,650769.0
Osiedle Wilno VII etap 3,36.2,15100.0,546771.0
Osiedle Wilno VII etap 3,36.2,15100.0,546167.0
Osiedle Wilno VII etap 3,36.2,15100.0,546771.0
Osiedle Wilno VII etap 3,45.0,14800.0,665852.0
Osiedle Wilno VII etap 3,44.3,14800.0,655196.0
Osiedle Wilno VII etap 3,36.2,15200.0,550392.0
Osiedle Wilno VII etap 3,45.0,14900.0,670351.0
Osiedle Wilno VII etap 3,44.3,14900.0,659623.0
Osiedle Wilno VII etap 3,36.2,15300.0,554013.0
Osiedle Wilno VII etap 3,36.2,15300.0,553401.0
Osiedle Wilno VII etap 3,44.3,15000.0,664050.0
Osiedle Wilno VII etap 3,86.0,12900.0,1109400.0
Osiedle Wilno VII etap 3,36.2,15200.0,550392.0
Osiedle Wilno VII etap 3,45.0,14800.0,665852.0
Osiedle Wilno VII etap 3,36.2,15100.0,546771.0
Osiedle Wilno VII etap 3,86.0,13000.0,1118000.0
Osiedle Wilno VII etap 3,45.0,14900.0,670351.0
Osiedle Wilno VII etap 3,36.2,15200.0,550392.0
Osiedle Wilno VII etap 3,86.0,13100.0,1126600.0
Osiedle Wilno VII etap 3,36.2,15400.0,557634.0
Osiedle Wilno VII etap 3,36.2,15400.0,557634.0
Osiedle Wilno VII etap 3,36.2,15300.0,554013.0
Osiedle Wilno VII etap 3,45.0,14900.0,670351.0
Osiedle Wilno VII etap 3,36.6,15200.0,555864.0
Osiedle Wilno VII etap 3,35.4,15100.0,534540.0
Osiedle Wilno VII etap 3,45.0,14800.0,666000.0
Osiedle Wilno VII etap 3,36.2,15100.0,547073.0
Osiedle Wilno VII etap 3,45.0,14900.0,670500.0
Osiedle Wilno VII etap 3,36.2,15100.0,546771.0
Royal Garden Wilanów Apartamenty,110.7,24777.0,2741583.0
Royal Garden Wilanów Apartamenty,138.1,23938.0,3304930.0
Royal Garden Wilanów Apartamenty,138.1,23368.0,3226462.0
Royal Garden Wilanów Apartamenty,138.3,23864.0,3300620.0
Royal Garden Wilanów Apartamenty,110.4,24164.0,2668699.0
Royal Garden Wilanów Apartamenty,138.3,23296.0,3221813.0
Royal Garden Wilanów Apartamenty,138.1,23938.0,3304930.0
Royal Garden Wilanów Apartamenty,138.1,23368.0,3226462.0
Royal Garden Wilanów Apartamenty,138.3,23864.0,3300620.0
Royal Garden Wilanów Apartamenty,110.4,24164.0,2668699.0
Royal Garden Wilanów Apartamenty,138.3,23296.0,3221813.0
Royal Garden Wilanów Apartamenty,110.7,24777.0,2741583.0
Royal Garden Wilanów Apartamenty,110.7,24480.0,2708717.0
Royal Garden Wilanów Apartamenty,138.3,23864.0,3300620.0
Royal Garden Wilanów Apartamenty,110.4,24164.0,2668699.0
Royal Garden Wilanów Apartamenty,138.1,23938.0,3304930.0
Royal Garden Wilanów Apartamenty,138.3,23864.0,3300620.0
Royal Garden Wilanów Apartamenty,110.4,24164.0,2668699.0
Royal Garden Wilanów Apartamenty,138.3,23296.0,3221813.0
Royal Garden Wilanów Apartamenty,138.1,23938.0,3304930.0
Royal Garden Wilanów Apartamenty,110.7,24499.0,2710778.0
Royal Garden Wilanów Apartamenty,138.1,23368.0,3226462.0
Royal Garden Wilanów Apartamenty,138.3,23864.0,3300620.0
Royal Garden Wilanów Apartamenty,110.4,24164.0,2668699.0
Royal Garden Wilanów Apartamenty,138.3,23296.0,3221813.0
Royal Garden Wilanów Apartamenty,110.7,24777.0,2741583.0
Royal Garden Wilanów Apartamenty,138.1,23938.0,3304930.0
Royal Garden Wilanów Apartamenty,110.7,24777.0,2741583.0
Royal Garden Wilanów Apartamenty,138.1,23368.0,3226462.0
Royal Garden Wilanów Apartamenty,110.4,24718.0,2729808.0
Royal Garden Wilanów Apartamenty,138.3,23864.0,3300620.0
Royal Garden Wilanów Apartamenty,110.4,24164.0,2668699.0
Royal Garden Wilanów Apartamenty,138.3,23296.0,3221813.0
Royal Garden Wilanów Apartamenty,138.1,23938.0,3304930.0
Royal Garden Wilanów Apartamenty,110.4,24718.0,2729808.0
Augustówka Residence,42.1,17250.0,726570.0
Augustówka Residence,35.7,18255.0,651525.0
Augustówka Residence,42.4,17500.0,741475.0
Augustówka Residence,43.6,17283.0,754225.0
Augustówka Residence,43.6,17274.0,753308.0
Augustówka Residence,48.1,17193.0,826792.0
Augustówka Residence,42.1,17500.0,737100.0
Augustówka Residence,127.8,23437.0,2994370.0
Augustówka Residence,58.3,18266.0,1064705.0
Augustówka Residence,42.4,18250.0,773252.0
Augustówka Residence,43.6,18250.0,795152.0
Augustówka Residence,35.4,18245.0,646598.0
Augustówka Residence,43.6,17500.0,762475.0
Augustówka Residence,48.2,17446.0,840875.0
Augustówka Residence,43.4,17593.0,764225.0
Augustówka Residence,43.4,17341.0,753308.0
Augustówka Residence,41.9,18250.0,765405.0
Augustówka Residence,36.1,18495.0,668405.0
Augustówka Residence,42.4,18250.0,773252.0
Augustówka Residence,60.8,18250.0,1109965.0
Augustówka Residence,60.8,18250.0,1109965.0
Augustówka Residence,42.1,18250.0,768690.0
Augustówka Residence,42.4,17250.0,730882.0
Augustówka Residence,41.9,18977.0,795915.0
Augustówka Residence,43.9,17258.0,757448.0
Augustówka Residence,43.9,17504.0,768425.0
Augustówka Residence,41.9,17492.0,733075.0
Augustówka Residence,36.1,18495.0,668405.0
Augustówka Residence,42.4,17397.0,737100.0
Augustówka Residence,60.8,17250.0,1049145.0
Augustówka Residence,60.8,17250.0,1049145.0
Augustówka Residence,42.1,17750.0,747630.0
Augustówka Residence,41.9,19232.0,806575.0
Augustówka Residence,43.6,17250.0,751582.0
Augustówka Residence,43.7,17496.0,764225.0
Augustówka Residence,43.4,18347.0,796978.0
Augustówka Residence,41.9,18246.0,765222.0
Augustówka Residence,36.1,18495.0,668405.0
Augustówka Residence,42.4,18250.0,773252.0
Augustówka Residence,60.8,17750.0,1079555.0
Augustówka Residence,60.8,17750.0,1079555.0
Augustówka Residence,42.1,17750.0,747630.0
Augustówka Residence,43.6,17500.0,762475.0
Augustówka Residence,47.4,17459.0,827400.0
Augustówka Residence,42.1,17250.0,726570.0
Augustówka Residence,95.9,21998.0,2110240.0
Augustówka Residence,84.0,21992.0,1846680.0
Augustówka Residence,62.9,16505.0,1038015.0
Augustówka Residence,84.0,22003.0,1848220.0
Augustówka Residence,35.7,18755.0,669375.0
Augustówka Residence,42.4,18500.0,783845.0
Augustówka Residence,43.6,18517.0,807895.0
Augustówka Residence,43.6,17766.0,775142.0
Augustówka Residence,48.1,17728.0,852532.0
Augustówka Residence,42.1,18000.0,758160.0
Augustówka Residence,127.6,23432.0,2989200.0
Augustówka Residence,58.3,18250.0,1063792.0
Augustówka Residence,42.4,18750.0,794438.0
Augustówka Residence,41.8,16632.0,695388.0
Augustówka Residence,43.6,18750.0,816938.0
Augustówka Residence,43.6,18000.0,784260.0
Augustówka Residence,48.2,17981.0,866520.0
Augustówka Residence,42.4,17500.0,741475.0
Augustówka Residence,43.4,17593.0,764225.0
Augustówka Residence,43.4,18347.0,796978.0
Augustówka Residence,42.0,18224.0,764492.0
Augustówka Residence,42.1,18250.0,768690.0
Augustówka Residence,56.3,18250.0,1026928.0
Augustówka Residence,56.3,17990.0,1012320.0
Augustówka Residence,35.4,18495.0,655455.0
Augustówka Residence,40.8,17750.0,724022.0
Augustówka Residence,42.1,17750.0,747630.0
Augustówka Residence,43.9,17754.0,779402.0
Augustówka Residence,43.9,18504.0,812335.0
Augustówka Residence,41.6,18496.0,770340.0
Augustówka Residence,35.7,18845.0,672750.0
Augustówka Residence,42.4,18390.0,779200.0
Augustówka Residence,56.3,18000.0,1012860.0
Augustówka Residence,56.3,17750.0,998792.0
Augustówka Residence,40.8,18000.0,734220.0
Augustówka Residence,42.4,18250.0,773252.0
Augustówka Residence,42.4,18000.0,762660.0
Augustówka Residence,43.4,18095.0,786060.0
Augustówka Residence,43.4,18711.0,812812.0
Augustówka Residence,41.9,18746.0,786188.0
Augustówka Residence,35.7,19096.0,681720.0
Augustówka Residence,42.1,18750.0,789750.0
Augustówka Residence,56.3,18499.0,1040955.0
Augustówka Residence,56.3,18250.0,1026928.0
Augustówka Residence,40.7,18281.0,744418.0
Augustówka Residence,43.6,18250.0,795152.0
Augustówka Residence,43.6,17500.0,762475.0
Augustówka Residence,47.4,17493.0,828975.0
Augustówka Residence,42.1,17750.0,747630.0
Augustówka Residence,95.8,21746.0,2084390.0
Apartamenty Nowy Marysin VII,46.4,16700.0,774379.0
Apartamenty Nowy Marysin VII,46.3,16700.0,773043.0
Apartamenty Nowy Marysin VII,87.5,16600.0,1452832.0
Apartamenty Nowy Marysin VII,43.8,16700.0,731627.0
Apartamenty Nowy Marysin VII,61.7,16700.0,1030724.0
Apartamenty Nowy Marysin VII,61.1,16700.0,1020370.0
Apartamenty Nowy Marysin VII,46.4,16800.0,779016.0
Apartamenty Nowy Marysin VII,43.8,16800.0,736008.0
Apartamenty Nowy Marysin VII,25.5,17000.0,433670.0
Apartamenty Nowy Marysin VII,61.7,16800.0,1036896.0
Apartamenty Nowy Marysin VII,61.1,16800.0,1026480.0
Apartamenty Nowy Marysin VII,46.4,16900.0,783653.0
Apartamenty Nowy Marysin VII,43.8,16900.0,740389.0
Apartamenty Nowy Marysin VII,61.1,16900.0,1032590.0
Apartamenty Nowy Marysin VII,46.4,17000.0,788290.0
Apartamenty Nowy Marysin VII,49.3,17000.0,837590.0
Apartamenty Nowy Marysin VII,43.8,17000.0,744770.0
Apartamenty Nowy Marysin VII,61.7,17000.0,1049240.0
Apartamenty Nowy Marysin VII,61.1,17000.0,1038700.0
Apartamenty Nowy Marysin VII,46.4,17250.0,799882.0
Apartamenty Nowy Marysin VII,46.3,17250.0,798502.0
Apartamenty Nowy Marysin VII,46.4,16500.0,765105.0
Apartamenty Nowy Marysin VII,49.3,17250.0,849908.0
Apartamenty Nowy Marysin VII,43.8,17250.0,755722.0
Apartamenty Nowy Marysin VII,46.3,16500.0,763785.0
Apartamenty Nowy Marysin VII,50.1,16500.0,827145.0
Apartamenty Nowy Marysin VII,61.7,16600.0,1024552.0
Apartamenty Nowy Marysin VII,61.1,16600.0,1014260.0
Podskarbińska 28,86.4,17000.0,1468630.0
Comfort City Szmaragd,55.4,12785.0,708312.0
Comfort City Szmaragd,44.0,13726.0,603923.0
Comfort City Szmaragd,44.0,13899.0,611574.0
Comfort City Szmaragd,44.0,14094.0,620147.0
Comfort City Szmaragd,57.3,13188.0,755644.0
Comfort City Szmaragd,55.4,13028.0,721742.0
Comfort City Szmaragd,49.0,13582.0,665526.0
Nova Viva Garden 5,60.9,12244.0,745290.0
Nova Viva Garden 5,60.9,12372.0,753103.0
Nova Viva Garden 5,60.9,12444.0,757458.0
Nova Viva Garden 6,55.0,13200.0,726264.0
Nova Viva Garden 6,40.4,13900.0,561699.0
Nova Viva Garden 6,52.5,13100.0,687750.0
Nova Viva Garden 6,55.0,13300.0,731766.0
Nova Viva Garden 6,55.0,13400.0,737268.0
Nova Viva Garden 6,54.8,13300.0,728175.0
Nova Viva Garden 6,43.9,14000.0,614320.0
Nova Viva Garden 6,42.3,13800.0,583464.0
Nova Viva Garden 6,41.7,14000.0,584360.0
Nova Viva Garden 6,54.6,13212.0,722015.0
Nova Viva Garden 6,56.9,12871.0,732225.0
Nova Viva Garden 6,55.7,13100.0,730063.0
Nova Viva Garden 6,52.6,13000.0,683540.0
Nova Viva Garden 6,35.7,14900.0,532377.0
Nova Viva Garden 6,41.6,13800.0,573942.0
Nova Viva Garden 6,55.7,12858.0,716058.0
Nova Viva Garden 6,53.6,13100.0,701898.0
Nova Viva Garden 6,43.9,13800.0,605544.0
Nova Viva Garden 6,57.0,13200.0,752136.0
Olchowy Park V,68.4,11193.0,765744.0
Olchowy Park V,74.7,11036.0,824510.0
Olchowy Park V,73.9,11077.0,818625.0
Olchowy Park V,74.6,11150.0,831920.0
Olchowy Park V,61.9,11250.0,696600.0
Olchowy Park V,68.4,11375.0,778145.0
Olchowy Park V,57.1,11718.0,669441.0
Olchowy Park V,78.4,10825.0,848382.0
Olchowy Park V,68.4,11100.0,759371.0
Olchowy Park V,78.9,10734.0,847315.0
Olchowy Park V,78.3,10923.0,855196.0
Olchowy Park V,58.8,11818.0,694534.0
Nova Viva Garden 7,62.7,12350.0,774222.0
Nova Viva Garden 7,36.0,14650.0,527693.0
Nova Viva Garden 7,66.5,12157.0,807838.0
Nova Viva Garden 7,36.1,14884.0,537310.0
Nova Viva Garden 7,42.9,13950.0,598036.0
Nova Viva Garden 7,62.7,12450.0,780490.0
Nova Viva Garden 7,66.5,12257.0,814482.0
Nova Viva Garden 7,55.3,12950.0,716653.0
Nova Viva Garden 7,57.9,12850.0,744144.0
Nova Viva Garden 7,42.7,14007.0,597658.0
Nova Viva Garden 7,50.2,13350.0,670036.0
Nova Viva Garden 7,50.2,13450.0,675056.0
Nova Viva Garden 7,35.6,15264.0,542773.0
Nova Viva Garden 7,47.5,13750.0,653812.0
Nova Viva Garden 7,40.3,14500.0,583915.0
Nova Viva Garden 7,50.2,13550.0,680074.0
Nova Viva Garden 7,52.8,13902.0,734164.0
Nova Viva Garden 7,62.7,12637.0,792335.0
Nova Viva Garden 7,30.2,15621.0,472073.0
Nova Viva Garden 7,60.2,12350.0,743964.0
Nova Viva Garden 7,66.2,12157.0,805043.0
Nova Viva Garden 7,42.2,13950.0,588550.0
Nova Viva Garden 7,34.0,14750.0,501795.0
Nova Viva Garden 7,36.6,14600.0,534944.0
Nova Viva Garden 7,36.0,15266.0,549876.0
Nova Viva Garden 7,42.2,14050.0,592770.0
Nova Viva Garden 7,62.7,12530.0,785631.0
Nova Viva Garden 7,36.6,14700.0,538608.0
Nova Viva Garden 7,60.2,12550.0,756012.0
Nova Viva Garden 7,66.2,12357.0,818287.0
Nova Viva Garden 7,42.2,14150.0,596988.0
Nova Viva Garden 7,34.0,14950.0,508599.0
Nova Viva Garden 7,42.2,14150.0,597413.0
Olchowy Park VI,71.1,11039.0,784685.0
Olchowy Park VI,68.8,11035.0,759549.0
Barkocińska 3,68.5,14298.0,980128.0
Barkocińska 3,73.6,14652.0,1078833.0
Barkocińska 3,52.0,16646.0,865442.0
Barkocińska 3,64.4,16503.0,1063260.0
Barkocińska 3,51.5,16302.0,840197.0
Barkocińska 3,73.6,15271.0,1124397.0
Barkocińska 3,68.7,14504.0,995974.0
Barkocińska 3,64.4,16260.0,1047601.0
Barkocińska 3,73.6,14482.0,1066289.0
Barkocińska 3,68.7,14523.0,997280.0
Ostoja Vogla,261.2,12805.0,3344614.0
Ostoja Vogla,309.2,12241.0,3785184.0
Puenta,62.2,16900.0,1050673.0
Puenta,74.5,16511.0,1230075.0
Puenta,61.1,16678.0,1018366.0
Puenta,80.7,15223.0,1229072.0
Puenta,56.2,18100.0,1016677.0
Puenta,74.4,16600.0,1235372.0
Puenta,51.8,17900.0,927578.0
Puenta,133.8,19074.0,2552142.0
Puenta,90.3,17529.0,1583575.0
Puenta,65.7,16019.0,1052640.0
Dębowa Residence,114.4,10134.0,1159000.0
Dębowa Residence,123.7,10501.0,1299000.0
Dębowa Residence,124.4,10841.0,1349000.0
Dębowa Residence,123.8,10491.0,1299000.0
Dębowa Residence,124.7,10420.0,1299000.0
Osiedle Przy Ryżowej etap II,44.1,20050.0,883403.0
Osiedle Przy Ryżowej etap II,61.0,17700.0,1079700.0
Metro Art 10,52.4,16586.0,869784.0
Metro Art 10,54.9,16500.0,905190.0
Metro Art 10,54.9,16600.0,911672.0
Metro Art 10,39.5,18700.0,739024.0
Młoda Białołęka II,45.1,13232.0,597142.0
Młoda Białołęka II,53.4,14102.0,753060.0
Młoda Białołęka II,65.5,11301.0,740208.0
Młoda Białołęka II,65.2,11227.0,731774.0
Młoda Białołęka II,64.8,11326.0,733670.0
Młoda Białołęka II,65.5,11383.0,745574.0
Młoda Białołęka II,65.2,11394.0,742636.0
Młoda Białołęka II,65.5,11506.0,753654.0
Młoda Białołęka II,65.2,11487.0,748752.0
Młoda Białołęka II,65.4,11218.0,733782.0
Młoda Białołęka II,65.1,11104.0,723002.0
