Address,Price_total,Area_m2,Price_m2,Rooms,Floor
ulica Sokratesa 11A,613421.0,35.1,17486.0,2,8
ulica Górczewska 255,750000.0,42.3,17751.0,2,4
ulica Lizbońska 1,953514.0,59.4,16058.0,3,3
ulica Górczewska 255,1121000.0,61.4,18248.0,3,3
ulica Kwiatów Polskich 17,900000.0,72.4,12431.0,4,1
ulica Kompanii AK „Goplana” 9B,541628.0,41.0,13210.0,2,5
ulica Kazimierza Szałasa 5,1408912.0,92.1,15296.0,3,3
ulica Pielgrzymów 33,354348.0,44.0,8052.0,3,2
ulica Białołęcka 344A,504120.0,39.8,12679.0,2,1
ulica Lazurowa 21,863467.0,71.9,12014.0,3,4
Trakt Lubelski 181E,660000.0,51.2,12891.0,3,2
ulica Instalatorów 7A,579720.0,39.6,14621.0,2,5
ulica Instalatorów 7,530129.0,39.7,13350.0,2,1
ulica Jerzego Holzera 6,550000.0,35.8,15380.0,2,5
ulica Ostrobramska 76,484243.0,35.5,13652.0,1,8
ulica Włodarzewska 61C,1886426.0,92.3,20434.0,4,1
ulica Górczewska 255,770000.0,42.2,18255.0,2,3
Aleje Jerozolimskie 190,843884.0,59.5,14190.0,0,4
ulica Loteryjki 69D,669460.0,60.9,11000.0,3,3
Aleje Jerozolimskie 190,568860.0,36.3,15675.0,2,4
ulica Instalatorów 7A,725129.0,49.8,14552.0,3,3
ulica Ostrobramska 76,746900.0,48.8,15321.0,2,7
ulica Loteryjki 69F,480000.0,49.7,9656.0,2,2
ulica Władysława Umińskiego 2,564750.0,45.2,12500.0,3,1
Aleje Jerozolimskie 190,581886.0,36.3,16026.0,2,3
ulica Sokratesa 11A,613421.0,35.1,17486.0,2,8
ulica Górczewska 255,750000.0,42.3,17751.0,2,4
ulica Lizbońska 1,953514.0,59.4,16058.0,3,3
ulica Górczewska 255,1121000.0,61.4,18248.0,3,3
ulica Kwiatów Polskich 17,900000.0,72.4,12431.0,4,1
ulica Kompanii AK „Goplana” 9B,541628.0,41.0,13210.0,2,5
ulica Kazimierza Szałasa 5,1408912.0,92.1,15296.0,3,3
ulica Pielgrzymów 33,354348.0,44.0,8052.0,3,2
ulica Białołęcka 344A,504120.0,39.8,12679.0,2,1
ulica Lazurowa 21,863467.0,71.9,12014.0,3,4
Trakt Lubelski 181E,660000.0,51.2,12891.0,3,2
ulica Instalatorów 7A,579720.0,39.6,14621.0,2,5
ulica Instalatorów 7,530129.0,39.7,13350.0,2,1
ulica Jerzego Holzera 6,550000.0,35.8,15380.0,2,5
ulica Kolejowa 9,873788.0,44.5,19649.0,2,6
ulica Janowiecka 9A,590858.0,43.2,13671.0,2,2
ulica Jerzego Holzera 6,1002280.0,66.6,15040.0,4,5
ulica Lazurowa 21,852045.0,68.8,12383.0,4,4
ulica Lazurowa 21,502044.0,34.5,14548.0,2,3
Aleja „Solidarności” 153,2016501.0,72.5,27825.0,3,3
ulica Zakładowa 22,1148900.0,78.7,14602.0,4,1
ulica Pielgrzymów 33,410000.0,33.7,12155.0,2,3
ulica Instalatorów 7A,617136.0,42.6,14500.0,2,6
ulica Lazurowa 19,662907.0,53.6,12377.0,3,2
ulica Mieczysława Pożaryskiego 35A,545551.0,45.2,12075.0,2,3
ulica Jerzego Holzera 6,647351.0,43.2,14995.0,2,1
ulica Instalatorów 7,822430.0,50.2,16370.0,3,7
ulica Mieczysława Pożaryskiego 35A,628594.0,51.8,12137.0,3,2
ulica Loteryjki 69D,718865.0,62.5,11500.0,3,2
ulica Barkocińska 3,1184454.0,64.4,18404.0,3,4
ulica Lazurowa 19,584623.0,40.9,14311.0,2,4
ulica Płochocińska 199B,550000.0,50.6,10872.0,3,3
ulica Pielgrzymów 33,420850.0,39.0,10802.0,2,2
Aleje Jerozolimskie 190,564308.0,35.4,15945.0,2,2
ulica Lazurowa 19,688449.0,55.5,12402.0,3,6
ulica Lazurowa 21,668821.0,48.5,13799.0,2,3
ulica Instalatorów 7,520608.0,37.7,13817.0,2,2
ulica Czeremchowa 54NN,600000.0,76.5,7845.0,3,1
ulica Instalatorów 7,624769.0,38.4,16287.0,2,6
ulica Kolejowa 9,873788.0,44.5,19649.0,2,6
ulica Janowiecka 9A,590858.0,43.2,13671.0,2,2
ulica Jerzego Holzera 6,1002280.0,66.6,15040.0,4,5
ulica Lazurowa 21,852045.0,68.8,12383.0,4,4
ulica Lazurowa 21,502044.0,34.5,14548.0,2,3
Aleja „Solidarności” 153,2016501.0,72.5,27825.0,3,3
ulica Zakładowa 22,1148900.0,78.7,14602.0,4,1
ulica Pielgrzymów 33,410000.0,33.7,12155.0,2,3
ulica Instalatorów 7A,617136.0,42.6,14500.0,2,6
ulica Lazurowa 19,662907.0,53.6,12377.0,3,2
ulica Mieczysława Pożaryskiego 35A,545551.0,45.2,12075.0,2,3
ulica Jerzego Holzera 6,647351.0,43.2,14995.0,2,1
ulica Instalatorów 7,822430.0,50.2,16370.0,3,7
ulica Mieczysława Pożaryskiego 35A,628594.0,51.8,12137.0,3,2
ulica Loteryjki 69D,718865.0,62.5,11500.0,3,2
ulica Barkocińska 3,1184454.0,64.4,18404.0,3,4
ulica Lazurowa 19,584623.0,40.9,14311.0,2,4
ulica Płochocińska 199B,550000.0,50.6,10872.0,3,3
ulica Pielgrzymów 33,420850.0,39.0,10802.0,2,2
Aleje Jerozolimskie 190,564308.0,35.4,15945.0,2,2
ulica Lazurowa 19,688449.0,55.5,12402.0,3,6
ulica Lazurowa 21,668821.0,48.5,13799.0,2,3
ulica Instalatorów 7,520608.0,37.7,13817.0,2,2
ulica Czeremchowa 54NN,600000.0,76.5,7845.0,3,1
ulica Instalatorów 7,624769.0,38.4,16287.0,2,6
ulica Kolejowa 9,873788.0,44.5,19649.0,2,6
ulica Janowiecka 9A,590858.0,43.2,13671.0,2,2
ulica Jerzego Holzera 6,1002280.0,66.6,15040.0,4,5
ulica Lazurowa 21,852045.0,68.8,12383.0,4,4
ulica Lazurowa 21,502044.0,34.5,14548.0,2,3
Aleja „Solidarności” 153,2016501.0,72.5,27825.0,3,3
ulica Zakładowa 22,1148900.0,78.7,14602.0,4,1
ulica Pielgrzymów 33,410000.0,33.7,12155.0,2,3
ulica Instalatorów 7A,617136.0,42.6,14500.0,2,6
ulica Lazurowa 19,662907.0,53.6,12377.0,3,2
ulica Mieczysława Pożaryskiego 35A,545551.0,45.2,12075.0,2,3
ulica Jerzego Holzera 6,647351.0,43.2,14995.0,2,1
ulica Instalatorów 7,822430.0,50.2,16370.0,3,7
ulica Mieczysława Pożaryskiego 35A,628594.0,51.8,12137.0,3,2
ulica Loteryjki 69D,718865.0,62.5,11500.0,3,2
ulica Barkocińska 3,1184454.0,64.4,18404.0,3,4
ulica Lazurowa 19,584623.0,40.9,14311.0,2,4
ulica Płochocińska 199B,550000.0,50.6,10872.0,3,3
ulica Pielgrzymów 33,420850.0,39.0,10802.0,2,2
Aleje Jerozolimskie 190,564308.0,35.4,15945.0,2,2
ulica Lazurowa 19,688449.0,55.5,12402.0,3,6
ulica Lazurowa 21,668821.0,48.5,13799.0,2,3
ulica Instalatorów 7,520608.0,37.7,13817.0,2,2
ulica Czeremchowa 54NN,600000.0,76.5,7845.0,3,1
ulica Instalatorów 7,624769.0,38.4,16287.0,2,6
ulica Loteryjki 69C,700000.0,60.9,11502.0,3,3
ulica Instalatorów 7A,1070757.0,73.8,14511.0,4,6
ulica Giserska 9,679565.0,58.0,11713.0,3,4
ulica Loteryjki 69F,557135.0,45.8,12154.0,2,1
ulica Instalatorów 7A,952841.0,67.2,14177.0,3,1
ulica Instalatorów 7A,939896.0,63.4,14818.0,3,4
ulica Wieśniacza 8,684000.0,55.2,12396.0,3,2
ulica Pielgrzymów 33,640000.0,62.0,10326.0,3,2
ulica Lazurowa 21,930652.0,74.7,12460.0,4,6
ulica Równoległa 8,1003297.0,79.2,12668.0,5,5
ulica Loteryjki 69E,405229.0,46.6,8700.0,2,3
ulica Lazurowa 21,902758.0,71.9,12561.0,3,6
ulica Kolejowa 19A,923697.0,44.1,20936.0,2,8
ulica Żupnicza 26,728369.0,55.4,13140.0,3,3
ulica Stuletnia 5A,1072500.0,131.4,8160.0,5,1
ulica Józefa Sierakowskiego 1,1019655.0,49.8,20463.0,2,2
ulica Loteryjki 69C,404890.0,42.6,9500.0,2,2
ulica Lazurowa 21,350948.0,25.1,13988.0,1,4
ulica Instalatorów 7A,576512.0,42.8,13486.0,2,3
ulica Zakładowa 22,1120000.0,78.7,14237.0,4,3
ulica Loteryjki 69C,590000.0,48.4,12188.0,2,3
ulica Jerzego Holzera 6,1055138.0,73.2,14411.0,4,5
ulica Żupnicza 26,985715.0,52.8,18676.0,3,5
ulica Lazurowa 21,1284878.0,109.0,11785.0,4,7
ulica Kolejowa 19A,1058294.0,55.8,18959.0,3,4
ulica Loteryjki 69C,700000.0,60.9,11502.0,3,3
ulica Instalatorów 7A,1070757.0,73.8,14511.0,4,6
ulica Giserska 9,679565.0,58.0,11713.0,3,4
ulica Loteryjki 69F,557135.0,45.8,12154.0,2,1
ulica Instalatorów 7A,952841.0,67.2,14177.0,3,1
ulica Instalatorów 7A,939896.0,63.4,14818.0,3,4
ulica Wieśniacza 8,684000.0,55.2,12396.0,3,2
ulica Pielgrzymów 33,640000.0,62.0,10326.0,3,2
ulica Lazurowa 21,930652.0,74.7,12460.0,4,6
ulica Równoległa 8,1003297.0,79.2,12668.0,5,5
ulica Loteryjki 69E,405229.0,46.6,8700.0,2,3
ulica Lazurowa 21,902758.0,71.9,12561.0,3,6
ulica Kolejowa 19A,923697.0,44.1,20936.0,2,8
ulica Żupnicza 26,728369.0,55.4,13140.0,3,3
ulica Stuletnia 5A,1072500.0,131.4,8160.0,5,1
ulica Józefa Sierakowskiego 1,1019655.0,49.8,20463.0,2,2
ulica Loteryjki 69C,404890.0,42.6,9500.0,2,2
ulica Lazurowa 21,350948.0,25.1,13988.0,1,4
ulica Instalatorów 7A,576512.0,42.8,13486.0,2,3
ulica Zakładowa 22,1120000.0,78.7,14237.0,4,3
ulica Loteryjki 69C,590000.0,48.4,12188.0,2,3
ulica Jerzego Holzera 6,1055138.0,73.2,14411.0,4,5
ulica Żupnicza 26,985715.0,52.8,18676.0,3,5
ulica Lazurowa 21,1284878.0,109.0,11785.0,4,7
ulica Kolejowa 19A,1058294.0,55.8,18959.0,3,4
ulica Loteryjki 69C,700000.0,60.9,11502.0,3,3
ulica Instalatorów 7A,1070757.0,73.8,14511.0,4,6
ulica Giserska 9,679565.0,58.0,11713.0,3,4
ulica Loteryjki 69F,557135.0,45.8,12154.0,2,1
ulica Instalatorów 7A,952841.0,67.2,14177.0,3,1
ulica Instalatorów 7A,939896.0,63.4,14818.0,3,4
ulica Wieśniacza 8,684000.0,55.2,12396.0,3,2
ulica Pielgrzymów 33,640000.0,62.0,10326.0,3,2
ulica Lazurowa 21,930652.0,74.7,12460.0,4,6
ulica Równoległa 8,1003297.0,79.2,12668.0,5,5
ulica Loteryjki 69E,405229.0,46.6,8700.0,2,3
ulica Lazurowa 21,902758.0,71.9,12561.0,3,6
ulica Kolejowa 19A,923697.0,44.1,20936.0,2,8
ulica Żupnicza 26,728369.0,55.4,13140.0,3,3
ulica Stuletnia 5A,1072500.0,131.4,8160.0,5,1
ulica Józefa Sierakowskiego 1,1019655.0,49.8,20463.0,2,2
ulica Loteryjki 69C,404890.0,42.6,9500.0,2,2
ulica Lazurowa 21,350948.0,25.1,13988.0,1,4
ulica Instalatorów 7A,576512.0,42.8,13486.0,2,3
ulica Zakładowa 22,1120000.0,78.7,14237.0,4,3
ulica Loteryjki 69C,590000.0,48.4,12188.0,2,3
ulica Jerzego Holzera 6,1055138.0,73.2,14411.0,4,5
ulica Żupnicza 26,985715.0,52.8,18676.0,3,5
ulica Lazurowa 21,1284878.0,109.0,11785.0,4,7
ulica Kolejowa 19A,1058294.0,55.8,18959.0,3,4
ulica Zdzisława Beksińskiego 5,387413.0,39.0,9941.0,2,1
ulica Lazurowa 21,904434.0,71.9,12584.0,3,7
ulica Loteryjki 69D,453000.0,48.6,9321.0,2,2
ulica Kolejowa 19,990000.0,47.7,20737.0,2,2
ulica Kolejowa 19B,1178600.0,51.6,22850.0,0,7
Aleje Jerozolimskie 190,597355.0,36.4,16429.0,2,4
ulica Lazurowa 19,588642.0,41.8,14076.0,2,2
ulica Mieczysława Pożaryskiego 35,747966.0,50.5,14814.0,1,2
ulica Zakładowa 22,1100000.0,78.5,14009.0,4,4
ulica Mieczysława Pożaryskiego 35A,381339.0,33.2,11476.0,1,3
ulica Lazurowa 21,560401.0,39.0,14373.0,2,7
ulica Włodarzewska 61,1464993.0,71.8,20409.0,4,1
ulica Kolejowa 9,673159.0,36.9,18258.0,2,2
ulica Zakładowa 22,1000000.0,89.7,11153.0,4,3
ulica Głębocka 115C,415324.0,26.0,15974.0,1,4
ulica Lazurowa 21,666174.0,48.5,13744.0,3,5
ulica Żupnicza 26,497921.0,33.5,14868.0,2,1
ulica Jagiellońska 55G,580162.0,33.8,17170.0,2,1
ulica Instalatorów 7,830327.0,59.3,13995.0,3,7
ulica Mieczysława Pożaryskiego 35A,399781.0,33.1,12078.0,1,5
ulica Lazurowa 21,746197.0,53.4,13971.0,3,5
ulica Instalatorów 7,765400.0,59.3,12901.0,3,3
ulica Mieczysława Pożaryskiego 35A,310634.0,27.8,11186.0,1,2
ulica Mieczysława Pożaryskiego 35A,611005.0,56.3,10845.0,3,3
Aleje Jerozolimskie 190,848700.0,60.5,14028.0,3,3
ulica Zdzisława Beksińskiego 5,387413.0,39.0,9941.0,2,1
ulica Lazurowa 21,904434.0,71.9,12584.0,3,7
ulica Loteryjki 69D,453000.0,48.6,9321.0,2,2
ulica Kolejowa 19,990000.0,47.7,20737.0,2,2
ulica Kolejowa 19B,1178600.0,51.6,22850.0,0,7
Aleje Jerozolimskie 190,597355.0,36.4,16429.0,2,4
ulica Lazurowa 19,588642.0,41.8,14076.0,2,2
ulica Mieczysława Pożaryskiego 35,747966.0,50.5,14814.0,1,2
ulica Zakładowa 22,1100000.0,78.5,14009.0,4,4
ulica Mieczysława Pożaryskiego 35A,381339.0,33.2,11476.0,1,3
ulica Lazurowa 21,560401.0,39.0,14373.0,2,7
ulica Włodarzewska 61,1464993.0,71.8,20409.0,4,1
ulica Kolejowa 9,673159.0,36.9,18258.0,2,2
ulica Zakładowa 22,1000000.0,89.7,11153.0,4,3
ulica Głębocka 115C,415324.0,26.0,15974.0,1,4
ulica Lazurowa 21,666174.0,48.5,13744.0,3,5
ulica Żupnicza 26,497921.0,33.5,14868.0,2,1
ulica Jagiellońska 55G,580162.0,33.8,17170.0,2,1
ulica Instalatorów 7,830327.0,59.3,13995.0,3,7
ulica Mieczysława Pożaryskiego 35A,399781.0,33.1,12078.0,1,5
ulica Lazurowa 21,746197.0,53.4,13971.0,3,5
ulica Instalatorów 7,765400.0,59.3,12901.0,3,3
ulica Mieczysława Pożaryskiego 35A,310634.0,27.8,11186.0,1,2
ulica Mieczysława Pożaryskiego 35A,611005.0,56.3,10845.0,3,3
Aleje Jerozolimskie 190,848700.0,60.5,14028.0,3,3
ulica Zdzisława Beksińskiego 5,387413.0,39.0,9941.0,2,1
ulica Lazurowa 21,904434.0,71.9,12584.0,3,7
ulica Loteryjki 69D,453000.0,48.6,9321.0,2,2
ulica Kolejowa 19,990000.0,47.7,20737.0,2,2
ulica Kolejowa 19B,1178600.0,51.6,22850.0,0,7
Aleje Jerozolimskie 190,597355.0,36.4,16429.0,2,4
ulica Lazurowa 19,588642.0,41.8,14076.0,2,2
ulica Mieczysława Pożaryskiego 35,747966.0,50.5,14814.0,1,2
ulica Zakładowa 22,1100000.0,78.5,14009.0,4,4
ulica Mieczysława Pożaryskiego 35A,381339.0,33.2,11476.0,1,3
ulica Lazurowa 21,560401.0,39.0,14373.0,2,7
ulica Włodarzewska 61,1464993.0,71.8,20409.0,4,1
ulica Kolejowa 9,673159.0,36.9,18258.0,2,2
ulica Zakładowa 22,1000000.0,89.7,11153.0,4,3
ulica Głębocka 115C,415324.0,26.0,15974.0,1,4
ulica Lazurowa 21,666174.0,48.5,13744.0,3,5
ulica Żupnicza 26,497921.0,33.5,14868.0,2,1
ulica Jagiellońska 55G,580162.0,33.8,17170.0,2,1
ulica Instalatorów 7,830327.0,59.3,13995.0,3,7
ulica Mieczysława Pożaryskiego 35A,399781.0,33.1,12078.0,1,5
ulica Lazurowa 21,746197.0,53.4,13971.0,3,5
ulica Instalatorów 7,765400.0,59.3,12901.0,3,3
ulica Mieczysława Pożaryskiego 35A,310634.0,27.8,11186.0,1,2
ulica Mieczysława Pożaryskiego 35A,611005.0,56.3,10845.0,3,3
Aleje Jerozolimskie 190,848700.0,60.5,14028.0,3,3
ulica Stuletnia 5F,1079400.0,131.5,8206.0,5,1
ulica Czeremchowa 54NS,599000.0,64.6,9268.0,3,1
ulica Loteryjki 69E,386160.0,48.3,8000.0,2,3
ulica Loteryjki 69D,715000.0,56.6,12637.0,3,2
ulica Instalatorów 7,510379.0,32.4,15762.0,2,7
ulica Lazurowa 19,506423.0,34.3,14786.0,2,4
ulica Sokratesa 11A,864545.0,56.0,15441.0,3,4
ulica Górczewska 255,502710.0,30.4,16531.0,2,3
ulica Mieczysława Pożaryskiego 35A,665767.0,60.0,11104.0,3,5
ulica Zakładowa 22,926200.0,61.9,14975.0,3,1
ulica Lazurowa 21,642268.0,48.6,13213.0,3,2
ulica Stuletnia 5B,1120000.0,131.2,8540.0,5,1
ulica Masztalerska 25A,1065000.0,104.7,10171.0,0,1
ulica Instalatorów 7,539767.0,36.6,14752.0,2,5
ulica Loteryjki 69D,567675.0,42.0,13500.0,2,1
ulica Lazurowa 21,579001.0,41.6,13932.0,2,5
ulica Lazurowa 21,737155.0,58.7,12560.0,3,5
Aleje Jerozolimskie 190,548909.0,36.0,15239.0,2,3
ulica Włodarzewska 61D,1765637.0,88.4,19973.0,4,1
ulica Pielgrzymów 33,559000.0,45.4,12305.0,2,2
ulica Kolejowa 19C,1054170.0,53.5,19686.0,3,8
ulica Racławicka 7,977570.0,43.3,22556.0,2,5
ulica Mieczysława Pożaryskiego 35A,392280.0,30.6,12824.0,1,2
ulica Kolejowa 19A,1108850.0,57.7,19214.0,3,8
ulica Przebiśniegów 9,1455788.0,78.2,18628.0,0,2
ulica Stuletnia 5F,1079400.0,131.5,8206.0,5,1
ulica Czeremchowa 54NS,599000.0,64.6,9268.0,3,1
ulica Loteryjki 69E,386160.0,48.3,8000.0,2,3
ulica Loteryjki 69D,715000.0,56.6,12637.0,3,2
ulica Instalatorów 7,510379.0,32.4,15762.0,2,7
ulica Lazurowa 19,506423.0,34.3,14786.0,2,4
ulica Sokratesa 11A,864545.0,56.0,15441.0,3,4
ulica Górczewska 255,502710.0,30.4,16531.0,2,3
ulica Mieczysława Pożaryskiego 35A,665767.0,60.0,11104.0,3,5
ulica Zakładowa 22,926200.0,61.9,14975.0,3,1
ulica Lazurowa 21,642268.0,48.6,13213.0,3,2
ulica Stuletnia 5B,1120000.0,131.2,8540.0,5,1
ulica Masztalerska 25A,1065000.0,104.7,10171.0,0,1
ulica Instalatorów 7,539767.0,36.6,14752.0,2,5
ulica Loteryjki 69D,567675.0,42.0,13500.0,2,1
ulica Lazurowa 21,579001.0,41.6,13932.0,2,5
ulica Lazurowa 21,737155.0,58.7,12560.0,3,5
Aleje Jerozolimskie 190,548909.0,36.0,15239.0,2,3
ulica Włodarzewska 61D,1765637.0,88.4,19973.0,4,1
ulica Pielgrzymów 33,559000.0,45.4,12305.0,2,2
ulica Kolejowa 19C,1054170.0,53.5,19686.0,3,8
ulica Racławicka 7,977570.0,43.3,22556.0,2,5
ulica Mieczysława Pożaryskiego 35A,392280.0,30.6,12824.0,1,2
ulica Kolejowa 19A,1108850.0,57.7,19214.0,3,8
ulica Przebiśniegów 9,1455788.0,78.2,18628.0,0,2
ulica Stuletnia 5F,1079400.0,131.5,8206.0,5,1
ulica Czeremchowa 54NS,599000.0,64.6,9268.0,3,1
ulica Loteryjki 69E,386160.0,48.3,8000.0,2,3
ulica Loteryjki 69D,715000.0,56.6,12637.0,3,2
ulica Instalatorów 7,510379.0,32.4,15762.0,2,7
ulica Lazurowa 19,506423.0,34.3,14786.0,2,4
ulica Sokratesa 11A,864545.0,56.0,15441.0,3,4
ulica Górczewska 255,502710.0,30.4,16531.0,2,3
ulica Mieczysława Pożaryskiego 35A,665767.0,60.0,11104.0,3,5
ulica Zakładowa 22,926200.0,61.9,14975.0,3,1
ulica Lazurowa 21,642268.0,48.6,13213.0,3,2
ulica Stuletnia 5B,1120000.0,131.2,8540.0,5,1
ulica Masztalerska 25A,1065000.0,104.7,10171.0,0,1
ulica Instalatorów 7,539767.0,36.6,14752.0,2,5
ulica Loteryjki 69D,567675.0,42.0,13500.0,2,1
ulica Lazurowa 21,579001.0,41.6,13932.0,2,5
ulica Lazurowa 21,737155.0,58.7,12560.0,3,5
Aleje Jerozolimskie 190,548909.0,36.0,15239.0,2,3
ulica Włodarzewska 61D,1765637.0,88.4,19973.0,4,1
ulica Pielgrzymów 33,559000.0,45.4,12305.0,2,2
ulica Kolejowa 19C,1054170.0,53.5,19686.0,3,8
ulica Racławicka 7,977570.0,43.3,22556.0,2,5
ulica Mieczysława Pożaryskiego 35A,392280.0,30.6,12824.0,1,2
ulica Kolejowa 19A,1108850.0,57.7,19214.0,3,8
ulica Przebiśniegów 9,1455788.0,78.2,18628.0,0,2
ulica Mieczysława Pożaryskiego 35,827371.0,59.4,13929.0,3,3
ulica Mieczysława Pożaryskiego 35A,700013.0,65.4,10705.0,3,2
ulica Mieczysława Pożaryskiego 35A,456810.0,33.2,13776.0,1,2
ulica Instalatorów 7A,987932.0,67.7,14597.0,3,4
ulica Sokratesa 11A,891600.0,48.3,18471.0,2,2
ulica Stuletnia 5B,1030000.0,131.2,7854.0,5,1
ulica Instalatorów 7,1109998.0,77.1,14401.0,4,4
ulica Instalatorów 7,731711.0,50.1,14608.0,3,2
ulica Lazurowa 21,741611.0,55.6,13336.0,3,5
ulica Kompanii AK „Goplana” 9B,1110529.0,96.0,11574.0,5,8
ulica Loteryjki 69E,867250.0,66.3,13089.0,3,4
ulica Jana Nowaka-Jeziorańskiego 15,728960.0,42.7,17064.0,3,3
ulica Instalatorów 7,780914.0,48.4,16138.0,2,9
ulica Kompanii AK „Goplana” 9,749805.0,60.1,12478.0,4,2
ulica Stuletnia 5F,1090000.0,131.0,8322.0,5,1
ulica Ostrobramska 76,1237840.0,85.0,14558.0,4,7
ulica Ostrobramska 76,661638.0,56.6,11679.0,2,2
ulica Żupnicza 26,451490.0,33.8,13342.0,2,2
ulica Instalatorów 7A,622835.0,37.9,16434.0,2,7
ulica Włodarzewska 61C,2241471.0,104.8,21394.0,6,3
ulica Żupnicza 26,491490.0,33.9,14511.0,2,2
ulica Lazurowa 21,639438.0,48.6,13154.0,3,5
ulica Włodarzewska 61D,1654345.0,84.7,19532.0,4,2
ulica Pielgrzymów 33,699000.0,67.4,10366.0,4,3
ulica Kolejowa 19A,1270000.0,56.0,22691.0,3,7
ulica Mieczysława Pożaryskiego 35,827371.0,59.4,13929.0,3,3
ulica Mieczysława Pożaryskiego 35A,700013.0,65.4,10705.0,3,2
ulica Mieczysława Pożaryskiego 35A,456810.0,33.2,13776.0,1,2
ulica Instalatorów 7A,987932.0,67.7,14597.0,3,4
ulica Sokratesa 11A,891600.0,48.3,18471.0,2,2
ulica Stuletnia 5B,1030000.0,131.2,7854.0,5,1
ulica Instalatorów 7,1109998.0,77.1,14401.0,4,4
ulica Instalatorów 7,731711.0,50.1,14608.0,3,2
ulica Lazurowa 21,741611.0,55.6,13336.0,3,5
ulica Kompanii AK „Goplana” 9B,1110529.0,96.0,11574.0,5,8
ulica Loteryjki 69E,867250.0,66.3,13089.0,3,4
ulica Jana Nowaka-Jeziorańskiego 15,728960.0,42.7,17064.0,3,3
ulica Instalatorów 7,780914.0,48.4,16138.0,2,9
ulica Kompanii AK „Goplana” 9,749805.0,60.1,12478.0,4,2
ulica Stuletnia 5F,1090000.0,131.0,8322.0,5,1
ulica Ostrobramska 76,1237840.0,85.0,14558.0,4,7
ulica Ostrobramska 76,661638.0,56.6,11679.0,2,2
ulica Żupnicza 26,451490.0,33.8,13342.0,2,2
ulica Instalatorów 7A,622835.0,37.9,16434.0,2,7
ulica Włodarzewska 61C,2241471.0,104.8,21394.0,6,3
ulica Żupnicza 26,491490.0,33.9,14511.0,2,2
ulica Lazurowa 21,639438.0,48.6,13154.0,3,5
ulica Włodarzewska 61D,1654345.0,84.7,19532.0,4,2
ulica Pielgrzymów 33,699000.0,67.4,10366.0,4,3
ulica Kolejowa 19A,1270000.0,56.0,22691.0,3,7
ulica Mieczysława Pożaryskiego 35,827371.0,59.4,13929.0,3,3
ulica Mieczysława Pożaryskiego 35A,700013.0,65.4,10705.0,3,2
ulica Mieczysława Pożaryskiego 35A,456810.0,33.2,13776.0,1,2
ulica Instalatorów 7A,987932.0,67.7,14597.0,3,4
ulica Sokratesa 11A,891600.0,48.3,18471.0,2,2
ulica Stuletnia 5B,1030000.0,131.2,7854.0,5,1
ulica Instalatorów 7,1109998.0,77.1,14401.0,4,4
ulica Instalatorów 7,731711.0,50.1,14608.0,3,2
ulica Lazurowa 21,741611.0,55.6,13336.0,3,5
ulica Kompanii AK „Goplana” 9B,1110529.0,96.0,11574.0,5,8
ulica Loteryjki 69E,867250.0,66.3,13089.0,3,4
ulica Jana Nowaka-Jeziorańskiego 15,728960.0,42.7,17064.0,3,3
ulica Instalatorów 7,780914.0,48.4,16138.0,2,9
ulica Kompanii AK „Goplana” 9,749805.0,60.1,12478.0,4,2
ulica Stuletnia 5F,1090000.0,131.0,8322.0,5,1
ulica Ostrobramska 76,1237840.0,85.0,14558.0,4,7
ulica Ostrobramska 76,661638.0,56.6,11679.0,2,2
ulica Żupnicza 26,451490.0,33.8,13342.0,2,2
ulica Instalatorów 7A,622835.0,37.9,16434.0,2,7
ulica Włodarzewska 61C,2241471.0,104.8,21394.0,6,3
ulica Żupnicza 26,491490.0,33.9,14511.0,2,2
ulica Lazurowa 21,639438.0,48.6,13154.0,3,5
ulica Włodarzewska 61D,1654345.0,84.7,19532.0,4,2
ulica Pielgrzymów 33,699000.0,67.4,10366.0,4,3
ulica Kolejowa 19A,1270000.0,56.0,22691.0,3,7
ulica Loteryjki 69C,454206.0,62.2,7300.0,3,3
ulica Pielgrzymów 33,650000.0,61.9,10506.0,3,4
ulica Żupnicza 26,1042476.0,83.0,12564.0,3,6
ulica Lazurowa 21,713512.0,55.6,12831.0,3,2
ulica Loteryjki 69C,465000.0,42.0,11058.0,2,1
ulica Krochmalna 61,1631479.0,48.5,33660.0,1,15
ulica Kolejowa 19C,1007608.0,53.6,18799.0,3,6
ulica Czarnołęcka 12,1120000.0,72.8,15374.0,4,2
ulica Ostrobramska 76,1151756.0,85.6,13450.0,4,3
ulica Kolejowa 19,992759.0,51.1,19413.0,3,4
ulica Włodarzewska 61B,2016104.0,101.8,19805.0,3,2
ulica Loteryjki 69F,583174.0,45.4,12851.0,2,3
ulica Instalatorów 7,483058.0,32.4,14914.0,2,4
ulica Lazurowa 21,629659.0,48.6,12953.0,3,3
ulica Żupnicza 26,505663.0,33.5,15090.0,2,2
ulica Żupnicza 26,460416.0,33.8,13614.0,2,1
ulica Loteryjki 69F,494000.0,48.7,10146.0,2,1
ulica Lazurowa 21,875493.0,68.5,12783.0,3,9
ulica Instalatorów 7A,810000.0,57.4,14119.0,3,4
ulica Warzelnicza 16F,1199921.0,132.6,9052.0,5,1
ulica Loteryjki 69F,575000.0,59.8,9609.0,3,1
ulica Instalatorów 7,491772.0,32.4,15188.0,2,5
