Address,Price_total,Area_m2,Price_m2,Rooms,Floor,source
ulica Optyków 1,1180350.0,70.3,16778.0,4,3.0,transactions
ulica gen. Władysława Sikorskiego 105B,814393.0,79.9,10195.0,4,1.0,transactions
ulica Lizbońska 5,1021345.0,58.9,17331.0,3,5.0,transactions
ulica Siennicka 33,501177.0,32.1,15589.0,1,2.0,transactions
ulica gen. Romana Abrahama 14,738566.0,40.1,18423.0,2,4.0,transactions
ulica Kolejowa 9,2658612.0,113.2,23494.0,5,7.0,transactions
ulica Herbu Oksza 16,379000.0,32.2,11759.0,1,7.0,transactions
ulica Optyków 1,795000.0,56.8,13989.0,3,2.0,transactions
ulica Ostrobramska 76,725826.0,47.9,15156.0,2,4.0,transactions
ulica Jutrzenki 114H,1057448.0,86.2,12269.0,0,5.0,transactions
ulica Optyków 1,1126825.0,70.4,16006.0,4,6.0,transactions
ulica Książąt Mazowieckich 6,1389000.0,68.3,20328.0,3,6.0,transactions
ulica Siennicka 33,918157.0,58.8,15612.0,3,4.0,transactions
ulica gen. Romana Abrahama 14,1202960.0,70.1,17170.0,3,8.0,transactions
ulica Płochocińska 199B,322714.0,50.6,6374.0,3,1.0,transactions
ulica Pod Jesionami 4,2700000.0,181.4,14883.0,6,1.0,transactions
ulica Optyków 1,1012755.0,70.2,14418.0,4,4.0,transactions
ulica Siennicka 33,1244767.0,77.6,16047.0,4,1.0,transactions
ulica Jagiellońska 55E,1183433.0,82.0,14434.0,5,4.0,transactions
ulica Białołęcka 344C,602000.0,81.2,7416.0,4,3.0,transactions
ulica Siennicka 33,733885.0,58.2,12608.0,3,5.0,transactions
ulica gen. Władysława Sikorskiego 105,799000.0,80.5,9932.0,4,1.0,transactions
ulica Płochocińska 197,342093.0,43.5,7859.0,2,4.0,transactions
ulica Poprawna 21F,1385000.0,130.7,10597.0,5,1.0,transactions
ulica Wałuszewska 37,1273000.0,94.6,13462.0,4,3.0,transactions
ulica Optyków 1,669588.0,35.3,18990.0,1,7.0,transactions
ulica Siennicka 33,680763.0,43.6,15600.0,2,1.0,transactions
ulica Przy Stawie 7,2765926.0,160.5,17229.0,5,2.0,transactions
ulica Ostrobramska 76,656962.0,49.6,13248.0,2,4.0,transactions
ulica Władysława Umińskiego 2,1450573.0,101.2,14331.0,4,8.0,transactions
ulica gen. Romana Abrahama 14,638658.0,39.4,16210.0,2,3.0,transactions
ulica gen. Romana Abrahama 14,682600.0,40.1,17022.0,2,7.0,transactions
ulica Siennicka 33,1092954.0,77.9,14030.0,4,5.0,transactions
ulica Siennicka 33,798267.0,58.8,13578.0,3,3.0,transactions
ulica Urugwajska 2,1085793.0,56.7,19146.0,3,2.0,transactions
ulica Siennicka 33,643190.0,42.5,15148.0,2,3.0,transactions
ulica Szczęśliwicka 41,1042200.0,58.0,17953.0,4,3.0,transactions
ulica Optyków 1,809351.0,57.9,13974.0,3,2.0,transactions
ulica Równoległa 16A,472383.0,33.9,13947.0,2,2.0,transactions
ulica Płochocińska 199B,322714.0,50.6,6374.0,3,1.0,transactions
ulica Pod Jesionami 4,2700000.0,181.4,14883.0,6,1.0,transactions
ulica Optyków 1,1012755.0,70.2,14418.0,4,4.0,transactions
ulica Siennicka 33,1244767.0,77.6,16047.0,4,1.0,transactions
ulica Jagiellońska 55E,1183433.0,82.0,14434.0,5,4.0,transactions
ulica Białołęcka 344C,602000.0,81.2,7416.0,4,3.0,transactions
ulica Siennicka 33,733885.0,58.2,12608.0,3,5.0,transactions
ulica gen. Władysława Sikorskiego 105,799000.0,80.5,9932.0,4,1.0,transactions
ulica Płochocińska 197,342093.0,43.5,7859.0,2,4.0,transactions
ulica Poprawna 21F,1385000.0,130.7,10597.0,5,1.0,transactions
ulica Wałuszewska 37,1273000.0,94.6,13462.0,4,3.0,transactions
ulica Optyków 1,669588.0,35.3,18990.0,1,7.0,transactions
ulica Siennicka 33,680763.0,43.6,15600.0,2,1.0,transactions
ulica Przy Stawie 7,2765926.0,160.5,17229.0,5,2.0,transactions
ulica Ostrobramska 76,656962.0,49.6,13248.0,2,4.0,transactions
ulica Władysława Umińskiego 2,1450573.0,101.2,14331.0,4,8.0,transactions
ulica gen. Romana Abrahama 14,638658.0,39.4,16210.0,2,3.0,transactions
ulica gen. Romana Abrahama 14,682600.0,40.1,17022.0,2,7.0,transactions
ulica Siennicka 33,1092954.0,77.9,14030.0,4,5.0,transactions
ulica Siennicka 33,798267.0,58.8,13578.0,3,3.0,transactions
ulica Urugwajska 2,1085793.0,56.7,19146.0,3,2.0,transactions
ulica Siennicka 33,643190.0,42.5,15148.0,2,3.0,transactions
ulica Szczęśliwicka 41,1042200.0,58.0,17953.0,4,3.0,transactions
ulica Optyków 1,809351.0,57.9,13974.0,3,2.0,transactions
ulica Równoległa 16A,472383.0,33.9,13947.0,2,2.0,transactions
ulica Płochocińska 199B,322714.0,50.6,6374.0,3,1.0,transactions
ulica Pod Jesionami 4,2700000.0,181.4,14883.0,6,1.0,transactions
ulica Optyków 1,1012755.0,70.2,14418.0,4,4.0,transactions
ulica Siennicka 33,1244767.0,77.6,16047.0,4,1.0,transactions
ulica Jagiellońska 55E,1183433.0,82.0,14434.0,5,4.0,transactions
ulica Białołęcka 344C,602000.0,81.2,7416.0,4,3.0,transactions
ulica Siennicka 33,733885.0,58.2,12608.0,3,5.0,transactions
ulica gen. Władysława Sikorskiego 105,799000.0,80.5,9932.0,4,1.0,transactions
ulica Płochocińska 197,342093.0,43.5,7859.0,2,4.0,transactions
ulica Poprawna 21F,1385000.0,130.7,10597.0,5,1.0,transactions
ulica Wałuszewska 37,1273000.0,94.6,13462.0,4,3.0,transactions
ulica Optyków 1,669588.0,35.3,18990.0,1,7.0,transactions
ulica Siennicka 33,680763.0,43.6,15600.0,2,1.0,transactions
ulica Przy Stawie 7,2765926.0,160.5,17229.0,5,2.0,transactions
ulica Ostrobramska 76,656962.0,49.6,13248.0,2,4.0,transactions
ulica Władysława Umińskiego 2,1450573.0,101.2,14331.0,4,8.0,transactions
ulica gen. Romana Abrahama 14,638658.0,39.4,16210.0,2,3.0,transactions
ulica gen. Romana Abrahama 14,682600.0,40.1,17022.0,2,7.0,transactions
ulica Siennicka 33,1092954.0,77.9,14030.0,4,5.0,transactions
ulica Siennicka 33,798267.0,58.8,13578.0,3,3.0,transactions
ulica Urugwajska 2,1085793.0,56.7,19146.0,3,2.0,transactions
ulica Siennicka 33,643190.0,42.5,15148.0,2,3.0,transactions
ulica Szczęśliwicka 41,1042200.0,58.0,17953.0,4,3.0,transactions
ulica Optyków 1,809351.0,57.9,13974.0,3,2.0,transactions
ulica Równoległa 16A,472383.0,33.9,13947.0,2,2.0,transactions
ulica gen. Romana Abrahama 14,951022.0,58.2,16341.0,3,7.0,transactions
ulica Siennicka 33,714722.0,48.5,14743.0,2,4.0,transactions
ulica Siennicka 33,442044.0,30.0,14750.0,1,5.0,transactions
ulica Władysława Umińskiego 2,602211.0,42.7,14100.0,2,4.0,transactions
Aleja „Solidarności” 153,1955295.0,65.7,29775.0,3,4.0,transactions
ulica Giserska 11,459524.0,41.2,11151.0,2,3.0,transactions
ulica Urugwajska 2,801881.0,44.5,18024.0,2,4.0,transactions
ulica Kolejowa 9,654398.0,37.1,17648.0,2,4.0,transactions
ulica Siennicka 33,520771.0,42.4,12271.0,2,5.0,transactions
ulica Kolejowa 9,722278.0,35.8,20198.0,2,6.0,transactions
ulica Optyków 1,427432.0,30.3,14093.0,1,3.0,transactions
ulica gen. Romana Abrahama 14,1113808.0,83.1,13402.0,4,5.0,transactions
ulica Urugwajska 2,806316.0,48.6,16587.0,2,4.0,transactions
ulica Jerzego Holzera 6,526085.0,35.8,14679.0,2,3.0,transactions
ulica Herbu Oksza 18,349000.0,34.0,10259.0,2,2.0,transactions
ulica Siennicka 33,1054599.0,68.5,15400.0,3,5.0,transactions
ulica Książąt Mazowieckich 6,1019000.0,55.5,18354.0,3,4.0,transactions
ulica Siennicka 33,681844.0,46.7,14601.0,2,1.0,transactions
ulica Władysława Umińskiego 2,563472.0,44.7,12600.0,2,4.0,transactions
ulica Głębocka 115C,478801.0,35.0,13676.0,1,3.0,transactions
ulica Edwarda Habicha 12,447940.0,46.5,9637.0,2,6.0,transactions
ulica Lizbońska 1,788621.0,41.7,18898.0,2,4.0,transactions
ulica gen. Romana Abrahama 14,632003.0,37.2,17003.0,2,6.0,transactions
ulica Ząbkowska 41,539847.0,32.8,16444.0,2,5.0,transactions
ulica Jerzego Holzera 6,555936.0,38.6,14410.0,2,2.0,transactions
ulica gen. Romana Abrahama 14,951022.0,58.2,16341.0,3,7.0,transactions
ulica Siennicka 33,714722.0,48.5,14743.0,2,4.0,transactions
ulica Siennicka 33,442044.0,30.0,14750.0,1,5.0,transactions
ulica Władysława Umińskiego 2,602211.0,42.7,14100.0,2,4.0,transactions
Aleja „Solidarności” 153,1955295.0,65.7,29775.0,3,4.0,transactions
ulica Giserska 11,459524.0,41.2,11151.0,2,3.0,transactions
ulica Urugwajska 2,801881.0,44.5,18024.0,2,4.0,transactions
ulica Kolejowa 9,654398.0,37.1,17648.0,2,4.0,transactions
ulica Siennicka 33,520771.0,42.4,12271.0,2,5.0,transactions
ulica Kolejowa 9,722278.0,35.8,20198.0,2,6.0,transactions
ulica Optyków 1,427432.0,30.3,14093.0,1,3.0,transactions
ulica gen. Romana Abrahama 14,1113808.0,83.1,13402.0,4,5.0,transactions
ulica Urugwajska 2,806316.0,48.6,16587.0,2,4.0,transactions
ulica Jerzego Holzera 6,526085.0,35.8,14679.0,2,3.0,transactions
ulica Herbu Oksza 18,349000.0,34.0,10259.0,2,2.0,transactions
ulica Siennicka 33,1054599.0,68.5,15400.0,3,5.0,transactions
ulica Książąt Mazowieckich 6,1019000.0,55.5,18354.0,3,4.0,transactions
ulica Siennicka 33,681844.0,46.7,14601.0,2,1.0,transactions
ulica Władysława Umińskiego 2,563472.0,44.7,12600.0,2,4.0,transactions
ulica Głębocka 115C,478801.0,35.0,13676.0,1,3.0,transactions
ulica Edwarda Habicha 12,447940.0,46.5,9637.0,2,6.0,transactions
ulica Lizbońska 1,788621.0,41.7,18898.0,2,4.0,transactions
ulica gen. Romana Abrahama 14,632003.0,37.2,17003.0,2,6.0,transactions
ulica Ząbkowska 41,539847.0,32.8,16444.0,2,5.0,transactions
ulica Jerzego Holzera 6,555936.0,38.6,14410.0,2,2.0,transactions
ulica gen. Romana Abrahama 14,951022.0,58.2,16341.0,3,7.0,transactions
ulica Siennicka 33,714722.0,48.5,14743.0,2,4.0,transactions
ulica Siennicka 33,442044.0,30.0,14750.0,1,5.0,transactions
ulica Władysława Umińskiego 2,602211.0,42.7,14100.0,2,4.0,transactions
Aleja „Solidarności” 153,1955295.0,65.7,29775.0,3,4.0,transactions
ulica Giserska 11,459524.0,41.2,11151.0,2,3.0,transactions
ulica Urugwajska 2,801881.0,44.5,18024.0,2,4.0,transactions
ulica Kolejowa 9,654398.0,37.1,17648.0,2,4.0,transactions
ulica Siennicka 33,520771.0,42.4,12271.0,2,5.0,transactions
ulica Kolejowa 9,722278.0,35.8,20198.0,2,6.0,transactions
ulica Optyków 1,427432.0,30.3,14093.0,1,3.0,transactions
ulica gen. Romana Abrahama 14,1113808.0,83.1,13402.0,4,5.0,transactions
ulica Urugwajska 2,806316.0,48.6,16587.0,2,4.0,transactions
ulica Jerzego Holzera 6,526085.0,35.8,14679.0,2,3.0,transactions
ulica Herbu Oksza 18,349000.0,34.0,10259.0,2,2.0,transactions
ulica Siennicka 33,1054599.0,68.5,15400.0,3,5.0,transactions
ulica Książąt Mazowieckich 6,1019000.0,55.5,18354.0,3,4.0,transactions
ulica Siennicka 33,681844.0,46.7,14601.0,2,1.0,transactions
ulica Władysława Umińskiego 2,563472.0,44.7,12600.0,2,4.0,transactions
ulica Głębocka 115C,478801.0,35.0,13676.0,1,3.0,transactions
ulica Edwarda Habicha 12,447940.0,46.5,9637.0,2,6.0,transactions
ulica Lizbońska 1,788621.0,41.7,18898.0,2,4.0,transactions
ulica gen. Romana Abrahama 14,632003.0,37.2,17003.0,2,6.0,transactions
ulica Ząbkowska 41,539847.0,32.8,16444.0,2,5.0,transactions
ulica Jerzego Holzera 6,555936.0,38.6,14410.0,2,2.0,transactions
ulica Optyków 1,1013994.0,57.2,17724.0,3,7.0,transactions
ulica Siennicka 33,749129.0,57.8,12958.0,3,2.0,transactions
ulica Jutrzenki 114H,469645.0,33.3,14125.0,2,3.0,transactions
ulica Jutrzenki 114H,533590.0,44.9,11897.0,2,1.0,transactions
ulica Herbu Oksza 14,412863.0,40.2,10260.0,2,4.0,transactions
ulica Przy Stawie 3,1260989.0,62.2,20283.0,3,3.0,transactions
ulica Siennicka 33,548212.0,32.6,16827.0,1,2.0,transactions
ulica Optyków 1,916854.0,57.1,16057.0,3,4.0,transactions
ulica Siennicka 33,857232.0,54.4,15767.0,3,1.0,transactions
ulica Gryfitów 27,1230000.0,120.3,10227.0,4,1.0,transactions
ulica Kolejowa 9,695000.0,37.0,18794.0,2,6.0,transactions
ulica Siennicka 33,520771.0,32.5,15999.0,1,4.0,transactions
ulica Kolejowa 9,2440300.0,112.6,21665.0,5,9.0,transactions
ulica Siennicka 33,513926.0,29.9,17205.0,1,3.0,transactions
ulica Ostródzka 135A,607756.0,57.5,10571.0,3,1.0,transactions
ulica Ząbkowska 41,737020.0,44.4,16596.0,2,2.0,transactions
ulica gen. Romana Abrahama 14,1041611.0,70.8,14708.0,3,2.0,transactions
ulica Herbu Oksza 14,411624.0,35.5,11598.0,2,8.0,transactions
ulica Władysława Umińskiego 2,526598.0,42.0,12550.0,2,7.0,transactions
ulica Książąt Mazowieckich 6,1001100.0,55.8,17928.0,3,4.0,transactions
ulica Siennicka 33,763109.0,58.0,13166.0,3,4.0,transactions
ulica Siennicka 33,1205742.0,81.2,14853.0,4,3.0,transactions
ulica Optyków 1,404239.0,26.6,15203.0,1,4.0,transactions
ulica Ostrobramska 76,719400.0,48.7,14760.0,2,6.0,transactions
ulica gen. Romana Abrahama 14,1399840.0,71.8,19496.0,3,8.0,transactions
ulica Optyków 1,1013994.0,57.2,17724.0,3,7.0,transactions
ulica Siennicka 33,749129.0,57.8,12958.0,3,2.0,transactions
ulica Jutrzenki 114H,469645.0,33.3,14125.0,2,3.0,transactions
ulica Jutrzenki 114H,533590.0,44.9,11897.0,2,1.0,transactions
ulica Herbu Oksza 14,412863.0,40.2,10260.0,2,4.0,transactions
ulica Przy Stawie 3,1260989.0,62.2,20283.0,3,3.0,transactions
ulica Siennicka 33,548212.0,32.6,16827.0,1,2.0,transactions
ulica Optyków 1,916854.0,57.1,16057.0,3,4.0,transactions
ulica Siennicka 33,857232.0,54.4,15767.0,3,1.0,transactions
ulica Gryfitów 27,1230000.0,120.3,10227.0,4,1.0,transactions
ulica Kolejowa 9,695000.0,37.0,18794.0,2,6.0,transactions
ulica Siennicka 33,520771.0,32.5,15999.0,1,4.0,transactions
ulica Kolejowa 9,2440300.0,112.6,21665.0,5,9.0,transactions
ulica Siennicka 33,513926.0,29.9,17205.0,1,3.0,transactions
ulica Ostródzka 135A,607756.0,57.5,10571.0,3,1.0,transactions
ulica Ząbkowska 41,737020.0,44.4,16596.0,2,2.0,transactions
ulica gen. Romana Abrahama 14,1041611.0,70.8,14708.0,3,2.0,transactions
ulica Herbu Oksza 14,411624.0,35.5,11598.0,2,8.0,transactions
ulica Władysława Umińskiego 2,526598.0,42.0,12550.0,2,7.0,transactions
ulica Książąt Mazowieckich 6,1001100.0,55.8,17928.0,3,4.0,transactions
ulica Siennicka 33,763109.0,58.0,13166.0,3,4.0,transactions
ulica Siennicka 33,1205742.0,81.2,14853.0,4,3.0,transactions
ulica Optyków 1,404239.0,26.6,15203.0,1,4.0,transactions
ulica Ostrobramska 76,719400.0,48.7,14760.0,2,6.0,transactions
ulica gen. Romana Abrahama 14,1399840.0,71.8,19496.0,3,8.0,transactions
ulica Optyków 1,1013994.0,57.2,17724.0,3,7.0,transactions
ulica Siennicka 33,749129.0,57.8,12958.0,3,2.0,transactions
ulica Jutrzenki 114H,469645.0,33.3,14125.0,2,3.0,transactions
ulica Jutrzenki 114H,533590.0,44.9,11897.0,2,1.0,transactions
ulica Herbu Oksza 14,412863.0,40.2,10260.0,2,4.0,transactions
ulica Przy Stawie 3,1260989.0,62.2,20283.0,3,3.0,transactions
ulica Siennicka 33,548212.0,32.6,16827.0,1,2.0,transactions
ulica Optyków 1,916854.0,57.1,16057.0,3,4.0,transactions
ulica Siennicka 33,857232.0,54.4,15767.0,3,1.0,transactions
ulica Gryfitów 27,1230000.0,120.3,10227.0,4,1.0,transactions
ulica Kolejowa 9,695000.0,37.0,18794.0,2,6.0,transactions
ulica Siennicka 33,520771.0,32.5,15999.0,1,4.0,transactions
ulica Kolejowa 9,2440300.0,112.6,21665.0,5,9.0,transactions
ulica Siennicka 33,513926.0,29.9,17205.0,1,3.0,transactions
ulica Ostródzka 135A,607756.0,57.5,10571.0,3,1.0,transactions
ulica Ząbkowska 41,737020.0,44.4,16596.0,2,2.0,transactions
ulica gen. Romana Abrahama 14,1041611.0,70.8,14708.0,3,2.0,transactions
ulica Herbu Oksza 14,411624.0,35.5,11598.0,2,8.0,transactions
ulica Władysława Umińskiego 2,526598.0,42.0,12550.0,2,7.0,transactions
ulica Książąt Mazowieckich 6,1001100.0,55.8,17928.0,3,4.0,transactions
ulica Siennicka 33,763109.0,58.0,13166.0,3,4.0,transactions
ulica Siennicka 33,1205742.0,81.2,14853.0,4,3.0,transactions
ulica Optyków 1,404239.0,26.6,15203.0,1,4.0,transactions
ulica Ostrobramska 76,719400.0,48.7,14760.0,2,6.0,transactions
ulica gen. Romana Abrahama 14,1399840.0,71.8,19496.0,3,8.0,transactions
ulica Siennicka 33,842473.0,61.1,13782.0,3,3.0,transactions
ulica Siennicka 33,907213.0,65.3,13902.0,3,5.0,transactions
ulica Głębocka 115C,764433.0,59.0,12965.0,3,3.0,transactions
ulica Siennicka 33,733725.0,54.4,13500.0,3,3.0,transactions
ulica Siennicka 33,925803.0,65.0,14254.0,3,2.0,transactions
ulica Kolejowa 9,1788630.0,82.2,21767.0,4,3.0,transactions
ulica Jerzego Holzera 3,560000.0,39.0,14370.0,2,2.0,transactions
ulica Optyków 1,482443.0,29.6,16288.0,0,6.0,transactions
ulica Ząbkowska 41,1135289.0,60.0,18934.0,3,2.0,transactions
ulica Książąt Mazowieckich 6,1015200.0,55.8,18187.0,3,5.0,transactions
ulica gen. Józefa Zajączka 8,900000.0,50.7,17751.0,3,4.0,transactions
ulica gen. Romana Abrahama 14,1618711.0,95.8,16906.0,5,8.0,transactions
ulica gen. Romana Abrahama 14,746592.0,39.6,18834.0,2,6.0,transactions
ulica Siennicka 33,591670.0,32.5,18194.0,1,5.0,transactions
ulica Kolejowa 9,651470.0,36.9,17679.0,2,4.0,transactions
ulica Siennicka 33,737976.0,54.2,13613.0,3,5.0,transactions
ulica Siennicka 33,1147474.0,92.4,12416.0,4,5.0,transactions
ulica Lizbońska 3,815098.0,47.5,17164.0,2,2.0,transactions
ulica Jagiellońska 55G,1041755.0,70.6,14760.0,4,3.0,transactions
ulica Czwartaków 74C,870000.0,133.4,6521.0,0,1.0,transactions
ulica Siennicka 33,682687.0,43.6,15644.0,2,5.0,transactions
ulica Jagiellońska 55E,996325.0,63.0,15825.0,4,7.0,transactions
ulica Kolejowa 9,622063.0,30.5,20396.0,1,6.0,transactions
ulica Janowiecka 9,781346.0,54.0,14467.0,3,2.0,transactions
ulica gen. Romana Abrahama 14,622398.0,37.1,16754.0,2,5.0,transactions
ulica Siennicka 33,842473.0,61.1,13782.0,3,3.0,transactions
ulica Siennicka 33,907213.0,65.3,13902.0,3,5.0,transactions
ulica Głębocka 115C,764433.0,59.0,12965.0,3,3.0,transactions
ulica Siennicka 33,733725.0,54.4,13500.0,3,3.0,transactions
ulica Siennicka 33,925803.0,65.0,14254.0,3,2.0,transactions
ulica Kolejowa 9,1788630.0,82.2,21767.0,4,3.0,transactions
ulica Jerzego Holzera 3,560000.0,39.0,14370.0,2,2.0,transactions
ulica Optyków 1,482443.0,29.6,16288.0,0,6.0,transactions
ulica Ząbkowska 41,1135289.0,60.0,18934.0,3,2.0,transactions
ulica Książąt Mazowieckich 6,1015200.0,55.8,18187.0,3,5.0,transactions
ulica gen. Józefa Zajączka 8,900000.0,50.7,17751.0,3,4.0,transactions
ulica gen. Romana Abrahama 14,1618711.0,95.8,16906.0,5,8.0,transactions
ulica gen. Romana Abrahama 14,746592.0,39.6,18834.0,2,6.0,transactions
ulica Siennicka 33,591670.0,32.5,18194.0,1,5.0,transactions
ulica Kolejowa 9,651470.0,36.9,17679.0,2,4.0,transactions
ulica Siennicka 33,737976.0,54.2,13613.0,3,5.0,transactions
ulica Siennicka 33,1147474.0,92.4,12416.0,4,5.0,transactions
ulica Lizbońska 3,815098.0,47.5,17164.0,2,2.0,transactions
ulica Jagiellońska 55G,1041755.0,70.6,14760.0,4,3.0,transactions
ulica Czwartaków 74C,870000.0,133.4,6521.0,0,1.0,transactions
ulica Siennicka 33,682687.0,43.6,15644.0,2,5.0,transactions
ulica Jagiellońska 55E,996325.0,63.0,15825.0,4,7.0,transactions
ulica Kolejowa 9,622063.0,30.5,20396.0,1,6.0,transactions
ulica Janowiecka 9,781346.0,54.0,14467.0,3,2.0,transactions
ulica gen. Romana Abrahama 14,622398.0,37.1,16754.0,2,5.0,transactions
ulica Siennicka 33,842473.0,61.1,13782.0,3,3.0,transactions
ulica Siennicka 33,907213.0,65.3,13902.0,3,5.0,transactions
ulica Głębocka 115C,764433.0,59.0,12965.0,3,3.0,transactions
ulica Siennicka 33,733725.0,54.4,13500.0,3,3.0,transactions
ulica Siennicka 33,925803.0,65.0,14254.0,3,2.0,transactions
ulica Kolejowa 9,1788630.0,82.2,21767.0,4,3.0,transactions
ulica Jerzego Holzera 3,560000.0,39.0,14370.0,2,2.0,transactions
ulica Optyków 1,482443.0,29.6,16288.0,0,6.0,transactions
ulica Ząbkowska 41,1135289.0,60.0,18934.0,3,2.0,transactions
ulica Książąt Mazowieckich 6,1015200.0,55.8,18187.0,3,5.0,transactions
ulica gen. Józefa Zajączka 8,900000.0,50.7,17751.0,3,4.0,transactions
ulica gen. Romana Abrahama 14,1618711.0,95.8,16906.0,5,8.0,transactions
ulica gen. Romana Abrahama 14,746592.0,39.6,18834.0,2,6.0,transactions
ulica Siennicka 33,591670.0,32.5,18194.0,1,5.0,transactions
ulica Kolejowa 9,651470.0,36.9,17679.0,2,4.0,transactions
ulica Siennicka 33,737976.0,54.2,13613.0,3,5.0,transactions
ulica Siennicka 33,1147474.0,92.4,12416.0,4,5.0,transactions
ulica Lizbońska 3,815098.0,47.5,17164.0,2,2.0,transactions
ulica Jagiellońska 55G,1041755.0,70.6,14760.0,4,3.0,transactions
ulica Czwartaków 74C,870000.0,133.4,6521.0,0,1.0,transactions
ulica Siennicka 33,682687.0,43.6,15644.0,2,5.0,transactions
ulica Jagiellońska 55E,996325.0,63.0,15825.0,4,7.0,transactions
ulica Kolejowa 9,622063.0,30.5,20396.0,1,6.0,transactions
ulica Janowiecka 9,781346.0,54.0,14467.0,3,2.0,transactions
ulica gen. Romana Abrahama 14,622398.0,37.1,16754.0,2,5.0,transactions
ulica Głębocka 115B,790816.0,62.0,12765.0,0,3.0,transactions
ulica Książąt Mazowieckich 8,1272160.0,71.0,17908.0,3,4.0,transactions
ulica Siennicka 33,493412.0,31.3,15784.0,1,2.0,transactions
ulica Aluzyjna 39,689050.0,54.2,12704.0,3,4.0,transactions
ulica Siennicka 33,932779.0,65.3,14285.0,3,3.0,transactions
ulica Siennicka 33,685431.0,45.2,15174.0,2,1.0,transactions
ulica Siennicka 33,437207.0,30.9,14149.0,1,5.0,transactions
ulica Janowiecka 9A,876406.0,69.8,12552.0,3,4.0,transactions
ulica Lizbońska 1,1056965.0,60.1,17572.0,3,3.0,transactions
ulica Siennicka 33,628834.0,32.3,19481.0,1,4.0,transactions
ulica Ostródzka 135B,413916.0,43.7,9463.0,2,2.0,transactions
ulica Janowiecka 9A,860318.0,69.8,12318.0,3,3.0,transactions
ulica Siennicka 33,795418.0,60.3,13200.0,3,2.0,transactions
ulica Człuchowska 49,700552.0,45.5,15407.0,3,7.0,transactions
ulica Czeremchowa 54NT,649000.0,76.0,8543.0,4,1.0,transactions
ulica Optyków 1,545275.0,34.3,15883.0,1,2.0,transactions
ulica Ostrobramska 76,645790.0,48.6,13291.0,2,5.0,transactions
ulica Głębocka 115B,495990.0,36.7,13500.0,2,1.0,transactions
ulica Poprawna 21E,1365000.0,129.8,10514.0,5,1.0,transactions
ulica Lizbońska 5,996397.0,58.9,16914.0,3,4.0,transactions
ulica Kolejowa 9,629612.0,37.1,16971.0,2,6.0,transactions
ulica Aluzyjna 41,727253.0,52.9,13745.0,3,1.0,transactions
ulica Jutrzenki 114E,454544.0,35.0,12987.0,2,1.0,transactions
Aleja „Solidarności” 153,1108380.0,37.5,29557.0,1,6.0,transactions
ulica Janowiecka 9A,574217.0,43.7,13134.0,2,1.0,transactions
ulica Głębocka 115B,790816.0,62.0,12765.0,0,3.0,transactions
ulica Książąt Mazowieckich 8,1272160.0,71.0,17908.0,3,4.0,transactions
ulica Siennicka 33,493412.0,31.3,15784.0,1,2.0,transactions
ulica Aluzyjna 39,689050.0,54.2,12704.0,3,4.0,transactions
ulica Siennicka 33,932779.0,65.3,14285.0,3,3.0,transactions
ulica Siennicka 33,685431.0,45.2,15174.0,2,1.0,transactions
ulica Siennicka 33,437207.0,30.9,14149.0,1,5.0,transactions
ulica Janowiecka 9A,876406.0,69.8,12552.0,3,4.0,transactions
ulica Lizbońska 1,1056965.0,60.1,17572.0,3,3.0,transactions
ulica Siennicka 33,628834.0,32.3,19481.0,1,4.0,transactions
ulica Ostródzka 135B,413916.0,43.7,9463.0,2,2.0,transactions
ulica Janowiecka 9A,860318.0,69.8,12318.0,3,3.0,transactions
ulica Siennicka 33,795418.0,60.3,13200.0,3,2.0,transactions
ulica Człuchowska 49,700552.0,45.5,15407.0,3,7.0,transactions
ulica Czeremchowa 54NT,649000.0,76.0,8543.0,4,1.0,transactions
ulica Optyków 1,545275.0,34.3,15883.0,1,2.0,transactions
ulica Ostrobramska 76,645790.0,48.6,13291.0,2,5.0,transactions
ulica Głębocka 115B,495990.0,36.7,13500.0,2,1.0,transactions
ulica Poprawna 21E,1365000.0,129.8,10514.0,5,1.0,transactions
ulica Lizbońska 5,996397.0,58.9,16914.0,3,4.0,transactions
ulica Kolejowa 9,629612.0,37.1,16971.0,2,6.0,transactions
ulica Aluzyjna 41,727253.0,52.9,13745.0,3,1.0,transactions
ulica Jutrzenki 114E,454544.0,35.0,12987.0,2,1.0,transactions
Aleja „Solidarności” 153,1108380.0,37.5,29557.0,1,6.0,transactions
ulica Janowiecka 9A,574217.0,43.7,13134.0,2,1.0,transactions
ulica Głębocka 115B,790816.0,62.0,12765.0,0,3.0,transactions
ulica Książąt Mazowieckich 8,1272160.0,71.0,17908.0,3,4.0,transactions
ulica Siennicka 33,493412.0,31.3,15784.0,1,2.0,transactions
ulica Aluzyjna 39,689050.0,54.2,12704.0,3,4.0,transactions
ulica Siennicka 33,932779.0,65.3,14285.0,3,3.0,transactions
ulica Siennicka 33,685431.0,45.2,15174.0,2,1.0,transactions
ulica Siennicka 33,437207.0,30.9,14149.0,1,5.0,transactions
ulica Janowiecka 9A,876406.0,69.8,12552.0,3,4.0,transactions
ulica Lizbońska 1,1056965.0,60.1,17572.0,3,3.0,transactions
ulica Siennicka 33,628834.0,32.3,19481.0,1,4.0,transactions
ulica Ostródzka 135B,413916.0,43.7,9463.0,2,2.0,transactions
